"","conservation","cluster","gene","human_AUC","marmoset_AUC","mouse_AUC","human_power","marmoset_power","mouse_power","human_avg.1","human_avg.2","marmoset_avg.1","marmoset_avg.2","mouse_avg.1","mouse_avg.2","human_prop.1","human_prop.2","marmoset_prop.1","marmoset_prop.2","mouse_prop.1","mouse_prop.2"
"ZBTB7C","mouse","Sst Chodl","ZBTB7C",NA,NA,0.735,NA,NA,0.47,0.1362492,0.06994317,0,0.008534747,0.5270991,0.06826816,0.1641791,0.08230072,0,0.01201085,0.5426829,0.07901769
"DGKB","mouse","Sst Chodl","DGKB",NA,NA,0.734,NA,NA,0.468,1.008117,2.127396,1.088303,1.788014,2.154439,1.364208,0.7761194,0.9371186,0.8421053,0.9515692,0.9329268,0.7925945
"KCNT2","mouse","Sst Chodl","KCNT2",NA,NA,0.734,NA,NA,0.468,0.4114226,1.217782,0.3827578,0.804809,1.86103,1.107533,0.358209,0.6058813,0.4210526,0.4547333,0.9512195,0.6774399
"APBA2","mouse","Sst Chodl","APBA2",NA,NA,0.732,NA,NA,0.464,0.7015333,0.8723136,0.3496731,0.5967071,1.591022,1.089787,0.7014925,0.777973,0.4736842,0.6060958,0.9634146,0.8616872
"FRY","mouse","Sst Chodl","FRY",NA,NA,0.732,NA,NA,0.464,1.762392,1.591951,1.33905,1.141209,1.666577,1.156217,0.9701493,0.9484002,0.8947368,0.8394679,0.9878049,0.8639776
"PLXNA2","mouse","Sst Chodl","PLXNA2",NA,NA,0.731,NA,NA,0.462,0.8866698,0.5464666,0.8741311,0.4915543,1.490574,0.9336464,0.7910448,0.5147032,0.7894737,0.4763012,0.945122,0.7754167
"CACNB2","mouse","Sst Chodl","CACNB2",NA,NA,0.731,NA,NA,0.462,1.883919,1.80356,0.7420268,1.059085,2.208478,1.546226,0.9850746,0.9192713,0.6842105,0.7557794,0.9756098,0.8782288
"TIMP2","mouse","Sst Chodl","TIMP2",NA,NA,0.73,NA,NA,0.46,0.9686281,0.9473132,0.334532,0.2271926,1.106615,0.5750824,0.8358209,0.764287,0.3684211,0.2794782,0.8414634,0.5494338
"DOCK101","mouse","Sst Chodl","DOCK10",NA,NA,0.729,NA,NA,0.458,0.1112645,1.300511,0.07296286,0.6638307,1.107543,0.4806078,0.1044776,0.7283151,0.1052632,0.5785871,0.7865854,0.4056496
"CYGB","mouse","Sst Chodl","CYGB",NA,NA,0.729,NA,NA,0.458,0.4559462,0.1435357,0.1459257,0.04277174,0.7949993,0.2751448,0.5074627,0.1872573,0.2105263,0.05927935,0.6890244,0.3234508
"ANKFN1","mouse","Sst Chodl","ANKFN1",NA,NA,0.729,NA,NA,0.458,1.202633,0.6444605,0,0.009706978,0.6291429,0.1250186,0.7014925,0.4979656,0,0.01304404,0.5731707,0.1304237
"EPN2","mouse","Sst Chodl","EPN2",NA,NA,0.728,NA,NA,0.456,0.4549829,0.4471887,0.565165,0.4834157,1.046583,0.556967,0.4776119,0.4911226,0.6315789,0.5136252,0.8536585,0.5755185
"PIK3CB","mouse","Sst Chodl","PIK3CB",NA,NA,0.727,NA,NA,0.454,0.6810774,0.7760518,0.5382794,0.5517037,0.7922023,0.3396407,0.7014925,0.7367302,0.5789474,0.5798786,0.7743902,0.402723
"SH3GL3","mouse","Sst Chodl","SH3GL3",NA,NA,0.727,NA,NA,0.454,1.418437,1.407676,0.7998485,0.7973247,0.8497924,0.369945,0.9402985,0.8861661,0.7894737,0.705153,0.7804878,0.3790559
"COL11A1","mouse","Sst Chodl","COL11A1",NA,NA,0.724,NA,NA,0.448,0.3039091,0.2647974,0.03648143,0.2244001,0.6770867,0.13027,0.2686567,0.2031626,0.05263158,0.209867,0.5609756,0.1388217
"TRHDE1","mouse","Sst Chodl","TRHDE",NA,NA,0.724,NA,NA,0.448,0.371239,0.961976,0.07296286,0.7895109,2.226414,1.320865,0.3731343,0.4797485,0.1052632,0.5205993,0.9695122,0.6827841
"ST6GALNAC2","mouse","Sst Chodl","ST6GALNAC2",NA,NA,0.723,NA,NA,0.446,0.2430345,0.01255834,0.1824072,0.01590574,0.429688,0.01994943,0.3134328,0.01719993,0.2631579,0.02234276,0.4695122,0.02761166
"NRSN2","mouse","Sst Chodl","NRSN2",NA,NA,0.723,NA,NA,0.446,0.2914314,0.2933226,0.07296286,0.06484274,0.7592058,0.2830576,0.4029851,0.3619382,0.1052632,0.08769211,0.7012195,0.3193791
"SMARCA2","mouse","Sst Chodl","SMARCA2",NA,NA,0.723,NA,NA,0.446,1.706583,1.533265,0.8728114,1.05837,1.401906,0.8587391,0.9701493,0.9471056,0.7894737,0.8287485,0.9207317,0.7205751
"PRUNE2","mouse","Sst Chodl","PRUNE2",NA,NA,0.723,NA,NA,0.446,1.041663,0.6507153,0.2767103,0.3133797,1.001449,0.5316986,0.8656716,0.640651,0.3684211,0.3647165,0.8292683,0.5551597
"SOX2","mouse","Sst Chodl","SOX2",NA,NA,0.722,NA,NA,0.444,0,0,0.3558723,0.1564713,0.8405182,0.3709782,0,0,0.4210526,0.2019889,0.7682927,0.4177376
"SLC7A3","mouse","Sst Chodl","SLC7A3",NA,NA,0.722,NA,NA,0.444,0.06007988,0.01971784,0.1094443,0.00370071,0.5028018,0.1000821,0.05970149,0.02690956,0.1578947,0.005036807,0.554878,0.1297875
"HS3ST2","mouse","Sst Chodl","HS3ST2",NA,NA,0.722,NA,NA,0.444,0.2104255,0.177957,0.03648143,0.1507717,0.6006136,0.1533678,0.2537313,0.1755132,0.05263158,0.1707349,0.5853659,0.1416211
"ZCCHC12","mouse","Sst Chodl","ZCCHC12",NA,NA,0.722,NA,NA,0.444,0.1034548,0.06903435,0.2402289,0.08602983,0.7803938,0.3251193,0.1492537,0.09173294,0.3157895,0.1152008,0.7378049,0.3562794
"ARHGEF18","mouse","Sst Chodl","ARHGEF18",NA,NA,0.721,NA,NA,0.442,0.260395,0.2020561,0.2980506,0.2206548,0.7529194,0.3236405,0.358209,0.2608655,0.3684211,0.276637,0.7439024,0.3888535
"SAMD12","mouse","Sst Chodl","SAMD12",NA,NA,0.72,NA,NA,0.44,2.064826,2.135053,1.4297,1.134053,2.140751,1.706269,0.9850746,0.9963936,1,0.8736924,0.9878049,0.9630996
"LRRC7","mouse","Sst Chodl","LRRC7",NA,NA,0.72,NA,NA,0.44,2.764223,2.788006,1.94018,2.061134,2.732963,2.244275,1,0.9858517,1,0.95751,1,0.9858761
"REEP1","mouse","Sst Chodl","REEP1",NA,NA,0.719,NA,NA,0.438,1.035463,0.8693153,0.4074948,0.3816307,1.490536,1.050331,0.8656716,0.7775106,0.5263158,0.4403978,0.9573171,0.8527803
"IL1RAPL11","mouse","Sst Chodl","IL1RAPL1",NA,NA,0.719,NA,NA,0.438,3.211734,3.405178,1.345959,2.48779,3.583045,2.906032,1,0.9938043,0.8947368,0.980886,1,0.9811681
"RIN2","mouse","Sst Chodl","RIN2",NA,NA,0.718,NA,NA,0.436,0.1612339,0.6180908,0.5658188,0.1510228,0.5891147,0.1406813,0.2089552,0.5176623,0.5263158,0.1729304,0.5792683,0.1766128
"LYPD6","mouse","Sst Chodl","LYPD6",NA,NA,0.717,NA,NA,0.434,0.3827996,0.4442889,0.07296286,0.1796542,0.8824264,0.3553107,0.4328358,0.3801554,0.1052632,0.1886866,0.7256098,0.3039827
"IZUMO4","mouse","Sst Chodl","IZUMO4",NA,NA,0.717,NA,NA,0.434,0.03103644,0.02224906,0.3861546,0.2879961,0.7601647,0.3286884,0.04477612,0.03088589,0.5263158,0.3479272,0.7378049,0.3944522
"RIMBP21","mouse","Sst Chodl","RIMBP2",NA,NA,0.717,NA,NA,0.434,0.8128475,1.221261,1.25027,0.9841464,1.590126,1.041423,0.7164179,0.8759016,0.8947368,0.7880666,0.9573171,0.7738898
"PCED1B","mouse","Sst Chodl","PCED1B",NA,NA,0.714,NA,NA,0.428,0.300999,0.02650136,0.03648143,0.03915549,0.5905579,0.183435,0.3134328,0.03264287,0.05263158,0.04623531,0.6158537,0.2088052
"GRIK31","mouse","Sst Chodl","GRIK3",NA,NA,0.712,NA,NA,0.424,0.8179528,0.5956369,0,0.1844908,1.139108,0.5734854,0.7014925,0.4513593,0,0.21852,0.847561,0.4015778
"MRAP2","mouse","Sst Chodl","MRAP2",NA,NA,0.711,NA,NA,0.422,0.342381,0.3689596,0.1459257,0.143472,0.5178862,0.09300405,0.4179104,0.3786758,0.2105263,0.1768049,0.5182927,0.1131187
"NXPH11","mouse","Sst Chodl","NXPH1",NA,NA,0.71,NA,NA,0.42,2.431136,2.343093,2.500499,2.008469,3.375343,2.228361,0.9402985,0.7683558,1,0.7965905,1,0.7752895
"PLEKHA7","mouse","Sst Chodl","PLEKHA7",NA,NA,0.71,NA,NA,0.42,0.5709616,0.2928921,0.3400773,0.07359252,0.6364002,0.2372677,0.641791,0.345663,0.4210526,0.09208317,0.6646341,0.2762438
"BRINP2","mouse","Sst Chodl","BRINP2",NA,NA,0.709,NA,NA,0.418,0.8339791,0.8524949,0.9195545,0.5272246,1.344017,0.7936229,0.7462687,0.6707046,0.8421053,0.478755,0.9329268,0.6237435
"ILDR21","mouse","Sst Chodl","ILDR2",NA,NA,0.708,NA,NA,0.416,0.260395,0.1794416,0.2519732,0.1842759,0.9221192,0.4451098,0.3283582,0.1977067,0.2631579,0.1978561,0.7865854,0.4122662
"SNX29","mouse","Sst Chodl","SNX29",NA,NA,0.708,NA,NA,0.416,0.4146139,0.5069737,0.8322794,0.7131115,1.217811,0.7842936,0.5074627,0.5447568,0.7368421,0.6776443,0.8902439,0.7294821
"NTRK2","mouse","Sst Chodl","NTRK2",NA,NA,0.708,NA,NA,0.416,2.893537,2.522527,2.109929,1.878452,2.783818,2.443473,1,0.9963936,1,0.9759783,1,0.9989821
"RPS6KA3","mouse","Sst Chodl","RPS6KA3",NA,NA,0.707,NA,NA,0.414,0.5965556,0.9144007,0.5769094,0.5741771,1.100083,0.628683,0.6268657,0.7843536,0.5789474,0.5722588,0.8658537,0.601476
"RAP1GAP2","mouse","Sst Chodl","RAP1GAP2",NA,NA,0.706,NA,NA,0.412,0.7849065,0.6113654,0.6387816,0.4965944,0.806451,0.3546719,0.7313433,0.6026447,0.6842105,0.5075552,0.7073171,0.390126
"GARNL3","mouse","Sst Chodl","GARNL3",NA,NA,0.706,NA,NA,0.412,1.55159,1.31189,1.065715,0.7592517,1.843153,1.352762,0.9402985,0.9299982,0.8947368,0.7118688,0.9817073,0.8747932
"SCCPDH","mouse","Sst Chodl","SCCPDH",NA,NA,0.705,NA,NA,0.41,0.3078286,0.2382892,0.25537,0.159305,0.604813,0.1923691,0.4029851,0.3026632,0.3684211,0.2090921,0.6097561,0.2462145
"CASK","mouse","Sst Chodl","CASK",NA,NA,0.705,NA,NA,0.41,1.125976,1.044813,1.314057,0.9498319,1.437755,1.027933,0.8656716,0.8544479,0.9473684,0.8098928,0.9695122,0.8466726
"CNIH3","mouse","Sst Chodl","CNIH3",NA,NA,0.704,NA,NA,0.408,0.3524914,0.4539671,1.103935,0.7108694,0.6417953,0.2207303,0.3880597,0.4781764,0.7368421,0.6427741,0.6219512,0.2495228
"PRKAG21","mouse","Sst Chodl","PRKAG2",NA,NA,0.704,NA,NA,0.408,1.030497,0.6595297,0.2188886,0.2889058,0.9131105,0.4714822,0.8656716,0.630664,0.2631579,0.3388867,0.7926829,0.4967553
"DOCK91","mouse","Sst Chodl","DOCK9",NA,NA,0.704,NA,NA,0.408,1.165495,1.306532,1.21164,0.9104022,1.16838,0.7403132,0.8656716,0.9174219,0.8947368,0.7853545,0.8902439,0.6941087
"ACHE","mouse","Sst Chodl","ACHE",NA,NA,0.702,NA,NA,0.404,0.2828439,0.1325747,0.07296286,0.1272104,0.6076857,0.2222116,0.358209,0.1751433,0.1052632,0.1669895,0.6341463,0.2752259
"CLIC1","mouse","Sst Chodl","CLIC1",NA,NA,0.701,NA,NA,0.402,0,0.0003845832,0.03648143,0.003864537,0.4307309,0.02325645,0,0.0005548363,0.05263158,0.005424254,0.4268293,0.02990202
"HS6ST3.1","mouse","Vip","HS6ST3",NA,NA,0.839,NA,NA,0.678,2.587212,1.84745,1.874862,1.439773,2.781663,1.166041,0.9400847,0.7423816,0.8899573,0.708489,0.9725137,0.5964796
"KCNB2.12","mouse","Vip","KCNB2",NA,NA,0.824,NA,NA,0.648,1.503662,1.257415,0.2503021,0.6369991,2.527664,1.343852,0.8485835,0.6900128,0.2297009,0.4283531,0.9610195,0.7882763
"NBEA.1","mouse","Vip","NBEA",NA,NA,0.822,NA,NA,0.644,2.871906,2.751897,2.100823,1.842833,2.951095,2.330532,0.9996744,0.999872,0.9930556,0.9889643,0.9995002,0.9980073
"PDE4D2","mouse","Vip","PDE4D",NA,NA,0.803,NA,NA,0.606,3.022305,2.726149,2.679526,2.201695,3.034967,2.290339,0.9931618,0.9934699,0.9930556,0.9767402,1,0.9940219
"GRIK4.11","mouse","Vip","GRIK4",NA,NA,0.799,NA,NA,0.598,0.2959611,0.3694954,0.03921545,0.08956669,1.315614,0.3376054,0.3073917,0.3192061,0.04754274,0.1025467,0.7741129,0.3082033
"LIMCH1.1","mouse","Vip","LIMCH1",NA,NA,0.79,NA,NA,0.58,2.180756,2.120711,2.303298,2.087459,2.395068,1.690781,0.9889287,0.9600512,0.991453,0.9928693,0.9945027,0.9450349
"AP1S2","mouse","Vip","AP1S2",NA,NA,0.786,NA,NA,0.572,0.8904186,0.5058804,0.2883303,0.1772243,1.099267,0.3203352,0.7502442,0.4270166,0.3285256,0.2064516,0.7696152,0.3497177
"DENND2A","mouse","Vip","DENND2A",NA,NA,0.782,NA,NA,0.564,0.3354568,0.2809874,0.4601405,0.2015746,0.9797402,0.2599544,0.3777271,0.303201,0.4594017,0.2256367,0.7446277,0.2837928
"GPD1","mouse","Vip","GPD1",NA,NA,0.775,NA,NA,0.55,0.004778207,0.001686274,0.04931619,0.02123391,0.7573984,0.06629375,0.006512537,0.002432778,0.06463675,0.0295416,0.6076962,0.08585188
"DYNC1I1","mouse","Vip","DYNC1I1",NA,NA,0.772,NA,NA,0.544,1.906739,1.818388,1.465903,1.639677,1.926011,1.307109,0.9840443,0.9836108,0.9524573,0.9786078,0.9825087,0.9083361
"CRH","mouse","Vip","CRH",NA,NA,0.768,NA,NA,0.536,0.4822388,0.1750081,0.5989579,0.0833121,1.178972,0.1682783,0.3897753,0.15621,0.4326923,0.0950764,0.6311844,0.1230488
"SLC35F4.1","mouse","Vip","SLC35F4",NA,NA,0.766,NA,NA,0.532,1.110725,0.9329948,0.1665208,0.1328838,2.072972,1.306397,0.7160534,0.6207426,0.2035256,0.1516129,0.9810095,0.8322816
"PENK","mouse","Vip","PENK",NA,NA,0.757,NA,NA,0.514,0.2218702,0.04943377,0.01006023,0.01423704,1.019624,0.08316656,0.09899056,0.04571063,0.0133547,0.01850594,0.5677161,0.08087014
"SLC2A13.1","mouse","Vip","SLC2A13",NA,NA,0.755,NA,NA,0.51,2.208214,2.00277,1.615931,1.586138,2.50435,1.77612,0.9954412,0.9797695,0.965812,0.9288625,0.9955022,0.9372302
"GRID11","mouse","Vip","GRID1",NA,NA,0.753,NA,NA,0.506,1.142221,1.726413,0.933547,1.245211,2.092605,1.486194,0.8687724,0.9768246,0.7644231,0.8691002,0.9910045,0.9211226
"IGSF3.1","mouse","Vip","IGSF3",NA,NA,0.75,NA,NA,0.5,0.3630756,0.1558873,0.1059755,0.09137774,0.9275122,0.3217564,0.4135461,0.1946223,0.1362179,0.1168081,0.7321339,0.3663235
"CDH20.1","mouse","Vip","CDH20",NA,NA,0.744,NA,NA,0.488,0.8711049,0.4757056,0.8148703,0.3991877,1.354248,0.5143419,0.4995116,0.2970551,0.5726496,0.3185059,0.7776112,0.3646629
"CAMK2A.1","mouse","Vip","CAMK2A",NA,NA,0.744,NA,NA,0.488,0.7222613,0.4642569,0.5939902,0.5732731,1.563566,0.9773964,0.6834907,0.4889885,0.5753205,0.5767402,0.950025,0.7832946
"SLC44A5","mouse","Vip","SLC44A5",NA,NA,0.743,NA,NA,0.486,2.503472,1.915888,0.7329206,0.7503988,1.867345,0.9241051,0.9905568,0.8946223,0.6469017,0.6709677,0.872064,0.5798738
"FSTL42","mouse","Vip","FSTL4",NA,NA,0.742,NA,NA,0.484,0.3357158,0.4512349,0.2411868,0.4428911,1.46231,0.6089606,0.3428851,0.3704225,0.2654915,0.4020374,0.8001,0.4176353
"FXYD6.1","mouse","Vip","FXYD6",NA,NA,0.742,NA,NA,0.484,0,0,0.8541564,0.6614234,1.020474,0.3635036,0,0,0.7339744,0.5935484,0.7401299,0.3106941
"ABLIM1","mouse","Vip","ABLIM1",NA,NA,0.741,NA,NA,0.482,1.935278,1.730177,1.637822,1.354662,1.902717,1.393159,0.9912081,0.9825864,0.9732906,0.9212224,0.9835082,0.9378944
"NRXN2","mouse","Vip","NRXN2",NA,NA,0.738,NA,NA,0.476,0.6004344,0.4745505,0.4158107,0.3749053,1.461497,0.9755456,0.6225985,0.5231754,0.4642094,0.4371817,0.9485257,0.833278
"KCNQ5.1","mouse","Vip","KCNQ5",NA,NA,0.736,NA,NA,0.472,1.897789,2.38258,2.571751,2.544412,3.00379,2.011988,0.7593618,0.909475,0.9583333,0.9578947,0.9975012,0.8585188
"ZNF536","mouse","Vip","ZNF536",NA,NA,0.734,NA,NA,0.468,2.276112,1.770366,1.873692,1.384042,2.205179,1.45144,0.9925106,0.8263764,0.9561966,0.7867572,0.9970015,0.790103
"TMEM200A","mouse","Vip","TMEM200A",NA,NA,0.732,NA,NA,0.464,0.02731132,0.08028017,0.1817947,0.104671,0.8807801,0.2726517,0.03451644,0.08681178,0.2067308,0.1217317,0.6706647,0.2716705
"PIK3R1","mouse","Vip","PIK3R1",NA,NA,0.731,NA,NA,0.462,1.066759,0.587978,0.6526347,0.3617817,0.9177581,0.3396457,0.7883426,0.5878361,0.5940171,0.3994907,0.7126437,0.3869146
"NPY1R","mouse","Vip","NPY1R",NA,NA,0.731,NA,NA,0.462,0.4623446,0.1615519,0.08030035,0.02957394,0.6519842,0.1406738,0.4734614,0.1793854,0.107906,0.03870968,0.5912044,0.1527732
"TIAM11","mouse","Vip","TIAM1",NA,NA,0.727,NA,NA,0.454,1.261059,1.612085,1.242869,1.519768,1.545174,0.9563133,0.8593292,0.9069142,0.9086538,0.9339559,0.9030485,0.7690136
"VSTM2L.1","mouse","Vip","VSTM2L",NA,NA,0.725,NA,NA,0.45,0.3778013,0.4424383,0.1783695,0.2004243,1.013396,0.4541281,0.424943,0.4728553,0.2206197,0.2516129,0.7626187,0.4754234
"ASIC1","mouse","Vip","ASIC1",NA,NA,0.725,NA,NA,0.45,0.4037077,0.1312104,0.211721,0.07264786,0.6765974,0.1990249,0.4676001,0.1746479,0.2644231,0.1001698,0.6371814,0.2512454
"SVIL2","mouse","Vip","SVIL",NA,NA,0.724,NA,NA,0.448,0.4229549,0.3864239,0.4905754,0.526673,0.6840572,0.1324899,0.3962879,0.3595391,0.4807692,0.4813243,0.5637181,0.1501162
"GALNT141","mouse","Vip","GALNT14",NA,NA,0.723,NA,NA,0.446,0.6178815,0.6012488,0.5438648,0.407807,1.50175,0.8259641,0.4894171,0.4948784,0.4679487,0.3767402,0.906047,0.5790435
"ANK3","mouse","Vip","ANK3",NA,NA,0.722,NA,NA,0.444,2.902363,2.717293,1.742608,1.731468,3.024301,2.731639,1,1,0.9877137,0.9813243,1,1
"HTR2C","mouse","Vip","HTR2C",NA,NA,0.721,NA,NA,0.442,0.6597349,0.1191466,0.08436459,0.04026569,0.9838193,0.2600301,0.3220449,0.0815621,0.07905983,0.0385399,0.6071964,0.1908004
"SEZ6","mouse","Vip","SEZ6",NA,NA,0.718,NA,NA,0.436,0.552426,0.1407342,0.3933608,0.1219097,0.6938004,0.1938374,0.5229567,0.168886,0.4348291,0.1511036,0.6061969,0.2050814
"KCNN2.11","mouse","Vip","KCNN2",NA,NA,0.718,NA,NA,0.436,0.6954399,0.7443325,1.043799,0.9407521,1.830094,1.081248,0.6085965,0.6193342,0.8012821,0.7191851,0.964018,0.6584191
"SEMA5B","mouse","Vip","SEMA5B",NA,NA,0.717,NA,NA,0.434,0.0874605,0.07674918,0.02385825,0.02290145,0.6419116,0.08289617,0.1087594,0.09705506,0.03044872,0.03157895,0.5102449,0.1079376
"GRPR","mouse","Vip","GRPR",NA,NA,0.716,NA,NA,0.432,0.1081669,0.05813204,0.2139507,0.05523482,0.4743841,0.01805209,0.1315532,0.06824584,0.2526709,0.06468591,0.4517741,0.02191963
"GRM82","mouse","Vip","GRM8",NA,NA,0.713,NA,NA,0.426,0.5820235,0.6386482,0.6876478,0.9565937,1.585594,0.4061246,0.3090199,0.3868118,0.4433761,0.5685908,0.5957021,0.2944205
"ADCY2","mouse","Vip","ADCY2",NA,NA,0.711,NA,NA,0.422,2.031281,1.769813,1.735898,1.203345,1.695082,0.8917862,0.9609248,0.8850192,0.9583333,0.8042445,0.8655672,0.5081368
"ENAH2","mouse","Vip","ENAH",NA,NA,0.71,NA,NA,0.42,1.195741,1.09175,0.9549287,0.6517965,1.923145,1.475079,0.8860306,0.8646607,0.7911325,0.6319185,0.9825087,0.9476918
"SLC1A21","mouse","Vip","SLC1A2",NA,NA,0.709,NA,NA,0.418,0.670431,0.6862447,0.2844361,0.3216195,1.078048,0.5372844,0.5659394,0.6166453,0.3034188,0.3008489,0.7666167,0.5199269
"DLX1","mouse","Vip","DLX1",NA,NA,0.708,NA,NA,0.416,0.5423641,0.2768629,0.3336189,0.1865902,0.8524488,0.3755564,0.5561706,0.3317542,0.3819444,0.2383701,0.7071464,0.4289273
"BRINP3.11","mouse","Vip","BRINP3",NA,NA,0.707,NA,NA,0.414,0.520137,0.7735096,0.4131211,0.8831601,2.138712,1.218059,0.3607945,0.4184379,0.3413462,0.6086587,0.8890555,0.6182331
"RGS10","mouse","Vip","RGS10",NA,NA,0.704,NA,NA,0.408,0.00351764,0.03044558,0.007957808,0.04133447,0.751425,0.2578807,0.004884402,0.03777209,0.01014957,0.04940577,0.6181909,0.2419462
"GRIA2","mouse","Vip","GRIA2",NA,NA,0.704,NA,NA,0.408,2.391425,2.500135,2.318032,2.269431,2.639171,2.33448,0.9996744,0.9996159,1,0.9981324,1,0.9988376
"WNT5B","mouse","Vip","WNT5B",NA,NA,0.703,NA,NA,0.406,0.0904345,0.09647836,0.004813522,0.007247444,0.7648602,0.1562736,0.114295,0.1298335,0.006410256,0.01035654,0.5347326,0.1844902
"PDZRN41","mouse","Vip","PDZRN4",NA,NA,0.703,NA,NA,0.406,0.2342965,0.7133104,0.04323818,0.08783106,1.093559,0.5336349,0.1686747,0.4169014,0.05448718,0.0942275,0.7596202,0.4438725
"CACNB2.11","mouse","Vip","CACNB2",NA,NA,0.703,NA,NA,0.406,2.169594,1.660319,0.9435483,1.094783,2.005591,1.411623,0.9934875,0.890653,0.7537393,0.7561969,0.9835082,0.8458984
"CNTNAP4","mouse","Pvalb","CNTNAP4",NA,NA,0.902,NA,NA,0.804,0.7554694,1.685944,1.624899,1.012203,2.176038,0.7157317,0.4880302,0.8038824,0.9065041,0.6490066,0.9800965,0.5228594
"ME3.1","mouse","Pvalb","ME3",NA,NA,0.902,NA,NA,0.804,1.322719,0.9669382,0.732128,0.7638928,2.148249,0.9906904,0.9407812,0.8042353,0.7229965,0.7028146,0.9927624,0.751139
"MAN1C1.1","mouse","Pvalb","MAN1C1",NA,NA,0.894,NA,NA,0.788,0.8486067,0.4425695,0.6153703,0.366228,1.4427,0.3742332,0.7694246,0.4727059,0.6178862,0.3864238,0.946924,0.3792616
"NEK7","mouse","Pvalb","NEK7",NA,NA,0.872,NA,NA,0.744,0.5540672,0.2368754,0.2188128,0.09595312,1.356187,0.2216523,0.5455691,0.2744706,0.2740999,0.1243377,0.854041,0.2163394
"DOCK4","mouse","Pvalb","DOCK4",NA,NA,0.868,NA,NA,0.736,1.170524,1.193685,0.6665394,0.7341163,2.424463,1.032248,0.8538429,0.8249412,0.6533101,0.6412252,0.9686369,0.7769049
"SLC35F31","mouse","Pvalb","SLC35F3",NA,NA,0.862,NA,NA,0.724,1.558953,1.082714,0.8472861,1.118508,1.136983,0.273873,0.9361613,0.7810588,0.7584204,0.693543,0.8835947,0.320817
"TMEM132D.11","mouse","Pvalb","TMEM132D",NA,NA,0.849,NA,NA,0.698,1.262097,1.727474,1.123054,1.30458,1.893822,0.5973654,0.7446451,0.8022353,0.7224158,0.7531457,0.9089264,0.4311076
"OPRD1.1","mouse","Pvalb","OPRD1",NA,NA,0.847,NA,NA,0.694,0.3405438,0.04740234,0.387791,0.05645133,1.15914,0.2673222,0.3905922,0.05894118,0.4425087,0.06887417,0.8787696,0.2457188
"DGKI.11","mouse","Pvalb","DGKI",NA,NA,0.846,NA,NA,0.692,2.001456,1.845932,1.250999,0.9475162,2.242901,1.426544,0.9937001,0.9682353,0.9030197,0.7693709,0.9981906,0.9183032
"PLA2G3","mouse","Pvalb","PLA2G3",NA,NA,0.843,NA,NA,0.686,0.000873348,0.0005708271,0.007245441,0.0008033163,0.9990803,0.2225413,0.001259975,0.0008235294,0.01045296,0.00115894,0.8383595,0.2669285
"MYO1E","mouse","Pvalb","MYO1E",NA,NA,0.842,NA,NA,0.684,0.1552373,0.04924211,0.03505777,0.04142216,0.9415432,0.03398476,0.1759765,0.06176471,0.04761905,0.05480132,0.7092883,0.04210526
"TNR.11","mouse","Pvalb","TNR",NA,NA,0.831,NA,NA,0.662,1.261212,1.047352,1.24362,0.8012495,2.041671,1.023671,0.8660227,0.7252941,0.869338,0.6288079,0.9855247,0.6950511
"GPR176","mouse","Pvalb","GPR176",NA,NA,0.83,NA,NA,0.66,0.6037769,0.4617033,0.6970091,0.4069021,1.462949,0.5033706,0.5753885,0.4628235,0.670151,0.4321192,0.8962606,0.4614297
"PHLDA1","mouse","Pvalb","PHLDA1",NA,NA,0.821,NA,NA,0.642,0.2858073,0.1194658,0.08849486,0.05193427,0.8137267,0.1224359,0.3582528,0.154,0.1236934,0.0718543,0.7484922,0.1512962
"FRMPD1","mouse","Pvalb","FRMPD1",NA,NA,0.811,NA,NA,0.622,0.3131279,0.1760459,0.3978426,0.1629155,0.9098549,0.1528893,0.3674927,0.2109412,0.4622532,0.2011589,0.7364294,0.1717203
"PTPRE1","mouse","Pvalb","PTPRE",NA,NA,0.808,NA,NA,0.616,1.172347,1.259417,0.9059655,0.6448745,1.24224,0.4173901,0.8807224,0.8112941,0.7996516,0.5380795,0.8781665,0.3696779
"TMEM44.1","mouse","Pvalb","TMEM44",NA,NA,0.808,NA,NA,0.616,0.08229827,0.06273126,0.1889161,0.1288244,1.118178,0.3445289,0.1133977,0.08541176,0.2415796,0.1645695,0.854041,0.3118617
"KCNH7.1","mouse","Pvalb","KCNH7",NA,NA,0.802,NA,NA,0.604,1.904482,1.511908,1.740605,1.544301,2.774034,1.676253,0.9659807,0.7992941,0.9657375,0.8953642,0.9891435,0.8226237
"SRRM4.2","mouse","Pvalb","SRRM4",NA,NA,0.801,NA,NA,0.602,1.908421,1.530346,1.620576,1.520271,1.990448,1.055783,0.9785804,0.9409412,0.9703833,0.9427152,0.990953,0.7069914
"ARHGAP5","mouse","Pvalb","ARHGAP5",NA,NA,0.798,NA,NA,0.596,0.9847122,1.090056,0.6376563,0.413102,1.727631,1.086273,0.848383,0.8548235,0.6602787,0.4539735,0.9855247,0.8597015
"ST3GAL6","mouse","Pvalb","ST3GAL6",NA,NA,0.793,NA,NA,0.586,0.7893563,0.3939613,0.5279096,0.2002382,0.7051212,0.1080517,0.7102058,0.4227059,0.5389082,0.2364238,0.6893848,0.1330715
